author_id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,user_created_at,user_description,user_id,user_name,user_follower_count,user_following_count,user_listed_count,user_tweet_count,username,user_verification_status,date
1355461227166773251,2022-01-13 14:25:44+00:00,,1481633568925360135,en,0,0,0,0,Twitter for iPhone,@GeminiInsti @Gemini @BITRIA_Crypto Not impressed till you list $vet,2021-01-30T10:22:01.000Z,In the end it was #ineVETable,1355461227166773251,NoBears-McNoPantsⓋ👖❌,219,65,1,2465,FartsCharts,False
1479995146787639298,2022-01-13 14:25:44+00:00,,1481633568380301314,en,0,0,0,12484,Twitter Web App,"RT @CryptoTownEU: 🚀 #Airdrop: Neuraland
💰 Value: 80 $NEURA
👥 Referral: 80 $NEURA (Max 1500 $NEURA) 
📒 Partnership: Midoland, Binance Smart…",2022-01-12T21:22:43.000Z,"Crypto-native platform providing institutions with the freedom to access the digital asset ecosystem.

Operated by @gemini",1481375917834391561,Gemini Institutional,6,30,0,4,GeminiInsti,False
1399621812997214210,2022-01-13 14:25:44+00:00,,1481633568313036806,en,0,0,0,943,Twitter for Android,"RT @airdropinspect: New airdrop: Kryxivia (KXA)
Total Reward: 303,000 KXA ($15,000)
Rate: ⭐️⭐️⭐️⭐️
Winners: For All
Distribution: within 10…",2022-01-09T01:55:28.000Z,#btc #airdrop #bsc #eth #solana #celo #movr,1479995146787639298,nguyen,3,34,0,45,nguyen36311365,False
1480115200816734211,2022-01-13 14:25:44+00:00,,1481633567939588097,en,0,0,0,0,Twitter Web App,"@gameofsnakesnft Gaming Lounge is a decentralised multipurpose crypto gaming platform on the BSC Network with a variety of P2E games. 
- Fair Competition
- Decentralised Rewards
- Real Cash Rewards
- Oracle System
- Governance 
Tg: https://t.co/cihqDXzKdB
Twitter: https://t.co/xD40geRhRH",2021-06-01T07:00:35.000Z,,1399621812997214210,aliaKbar taghiloo,28,1292,1,2511,Aliakbartaghilo,False
4850524733,2022-01-13 14:25:44+00:00,,1481633567931342857,en,0,0,0,613,Twitter for Android,"RT @CryptoTownEU: 🚀 Airdrop: Slime Royale
💰 Value: 1000 Slime Royale Airdrop Chest
👥 Referral: Top 10 Referral will get upto $200
📒 Partner…",2022-01-09T09:52:45.000Z,,1480115200816734211,ramentah,0,8,0,517,ramentah1,False
1409996406971060228,2022-01-13 14:25:44+00:00,,1481633566945472512,en,0,0,0,4,Twitter for Android,"RT @moruribrian: @SelinaTeyie @Sportsbetio Bet today with BTC ,USDT,ETHERIUM

#CryptoBetsAfrica
Bet with crypto
@Sportsbetio https://t.co/2…",2021-10-16T21:34:26.000Z,"🐍 Snake NFT's in an addictive PVP game, battling one another for $100k in winnings https://t.co/dyqsNkNDOB - #P2E #PVP - BIG CHANGE COMING! Stay tuned!",1449488880911196171,Game Of Snakes,6893,208,3,180,gameofsnakesnft,False
45641406,2022-01-13 14:25:44+00:00,,1481633566576492548,en,0,0,0,21,Twitter for Android,"RT @SonarToken: Roadmap 2022 and New HERO Page Live 🔥

This is just the tip of the iceberg for Sonar 👀

https://t.co/JWetzVGjI1

#SonarPlat…",2016-01-26T17:41:29.000Z,"Love Nigeria, Hate its Leaders. Blasé in all facets of the word.
Jose Mourinho Fan.",4850524733,Goodnews  Ibiang,257,1002,1,6280,goodestnews,False
915125233769627648,2022-01-13 14:25:44+00:00,,1481633566513844224,en,0,0,0,0,Twitter for Android,@crypto_pikachu1 @rhelegus Rise https://t.co/9bL9SW8msa,2021-06-29T22:05:32.000Z,VIBES.,1409996406971060228,#Afcon2021,18,17,0,58,ChordsAndGrills,False
1425910970321457156,2022-01-13 14:25:44+00:00,,1481633566442213377,en,0,0,0,27,Twitter Web App,RT @IbaxNetwork: You can Follow us on IBAX #Facebook to keep up to date with the latest updates and announcements: https://t.co/qbk01KWQv3…,2009-06-08T19:05:52.000Z,"53 year old dad of 3 beautiful girls
currently trying (and mostly failing)to trade crypto!",45641406,bert,336,1703,1,2994,mrhankey4932,False
896647902826827776,2022-01-13 14:25:44+00:00,,1481633565876105218,en,0,0,0,15480,Twitter Web App,"RT @AirdropDet: 🔍New #Airdrop: DeuxPad (2nd Round)

💲Reward: Up to 667 DEUX (~$10)+333K (~$5,000) referral pool

🔴 Start the airdrop bot ht…",2017-10-03T08:03:52.000Z,hey there ☺️ @picknava //#6️⃣5️⃣🎹 // #BitShiba #BITSHIBA https://t.co/baTT5vZBPh,915125233769627648,Bon 🧲 Picknava freetag #6️⃣5️⃣🎹,307,3871,2,55124,grumpycityx,False
1166415180026134528,2022-01-13 14:46:15+00:00,,1481638731304284160,en,0,0,0,0,Twitter for Android,"1500 BNB HC reached ✅
CMC and CG ✅
Pinksale tokens bought back ✅
Whale group ✅
Buy $AGGL with CreditCard on https://t.co/1JBY9z9KyM ✅
🔜Certik audit 
🔜CEX listing
🔜Getting license in India
🔜Going live with platform
#aggle #BNB   #cryptocurrency @aggle_io https://t.co/jG78DDxl65",2019-08-27 18:20:39+00:00,,1166415180026134528,Thomas_Shelby,20,373,0,3169,Pradaaaw,False,2022-01-13
1474136876231663627,2022-01-13 14:46:15+00:00,,1481638730197012480,en,0,0,0,33,Twitter Web App,"RT @SolRamonOnline: 🎇 Game teaser launch! 🎇

Ramon Online is a next-gen #Solana based MMORPG, aiming to democratise the #PlayToEarn #GameFi…",2021-12-23 21:56:34+00:00,,1474136876231663627,Ranaristh,28,48,0,7,Itucanana,False,2022-01-13
1477757161765838848,2022-01-13 14:46:15+00:00,,1481638729148100611,en,0,0,0,0,Twitter Web App,"GoldenTiger ecosystem will provide you with both innovative financial structure and a loyal valuable asset. 

Its coding will reward all the holders of the $Tiger with an interest from each transaction as well as spare them from harmful practices of whales.
#cryptocurrency  #NFT https://t.co/ks5KxVTisJ",2022-01-02 21:42:34+00:00,🐯🚀 $TIGER 🐯🚀 | Golden Tiger : New ecosystem Focused on building the future ! https://t.co/1j48bBZNJE,1477757161765838848,Golden Tiger,92,9,0,15,Goldentigerdefi,False,2022-01-13
1477236978055745539,2022-01-13 14:46:14+00:00,,1481638727915307012,en,0,0,0,4041,Twitter for Android,"RT @CryptoTownEU: 🚀 Airdrop: WeekendCoin
💰 Value: 325 WKND (13$)
👥 Referral: 2500 WKND (100$)
📼 Audit: InterFi Network
📅 End Date: 31 Janua…",2022-01-01 11:15:29+00:00,,1477236978055745539,Si Black,0,65,0,56,gegewpoo,False,2022-01-13
1471777684749488133,2022-01-13 14:46:14+00:00,,1481638724312047632,en,0,0,0,16838,Twitter for iPhone,"RT @IbaxNetwork: 🎆🎆Happy New Year in advance!
We will draw 10 lucky people to get 5,000 IBAX points each on 3rd 2022.

1⃣Follow us on Faceb…",2021-12-17 09:42:12+00:00,,1471777684749488133,Kriptocuaga,0,0,0,7,kriptocuaga2,False,2022-01-13
1442602179039166467,2022-01-13 14:46:13+00:00,,1481638722084823046,en,0,0,0,21274,Twitter Web App,"RT @IbaxNetwork: 📢AMA-Consensus and Vision | IBAX Network https://t.co/zlcoGyArjo 
#IBAX #Airdrop #cryptocurrency #Metaverse #Giveaways htt…",2021-09-27 21:29:10+00:00,,1442602179039166467,Ahmet Can,0,87,0,54,4hmetmul,False,2022-01-13
1459465593774559236,2022-01-13 14:46:13+00:00,,1481638721258618889,en,0,0,0,622,Twitter for Android,RT @ShibInfo: RT if you believe $SHIB is a top 5 cryptocurrency 💗☺️,2021-11-13 10:18:18+00:00,"SHIBA INU HOLDER.
#DIAMONDHANDS 
#SHIB
#SHIBARMY
#SHIBBURNERS
#1CentDreamShib",1459465593774559236,Tourrets Inu,318,352,2,5490,Tourrets2,False,2022-01-13
1473678328880152580,2022-01-13 14:46:13+00:00,,1481638720826605580,en,0,0,0,0,WordPress.com,How to connect Excel to Coinmarketcap API for Up to date cryptocurrency pricing https://t.co/iryrZAQLJH,2021-12-22 15:35:17+00:00,"World Best CryptoCurrency News and Airdrop,Listings,IDO Promoting Site",1473678328880152580,CryptoEpic.org,992,13,0,2306,cryptoepic_org,False,2022-01-13
1461174691276550146,2022-01-13 14:46:12+00:00,,1481638719375691776,en,0,0,0,0,Twitter Web App,"⚡ADADAO AIRDROP CAMPAIGN⚡

💰$ADAO tokens worth $20,000 to be airdropped.

Good Project ! Wonderful project, this project is very good and this projector has a lot of attractions, so hopefully the project will be better in the future and the cryptocurrency will be the best!!!",2021-11-18 03:29:46+00:00,,1461174691276550146,Hoàng Trọng Lương,17,133,0,246,hoangluong1975,False,2022-01-13
1472707177047486465,2022-01-13 14:46:12+00:00,,1481638717354033156,en,0,0,0,396,Twitter for Android,"RT @shawnmayj: 🎁#XGBL #Giveaway🎁

100,000 $XGBL to 3 who complete below✨

👉Follow @Xungible &amp; Me
👉Like &amp; Retweet
👉Tag 3 friends

Winners wi…",2021-12-19 23:16:12+00:00,Future billionaire.,1472707177047486465,PrincessALI,15,110,0,268,PrincesAliDangs,False,2022-01-13
